city,year,month,type_l1,type_l2,type_l3,type_l4,registered_count
전북,2026,08,승용,일반형,국산,3000CC미만,29825
전북,2026,08,승용,일반형,국산,3500CC미만,19272
전북,2026,08,승용,일반형,국산,4000CC미만,8335
전북,2026,08,승용,일반형,국산,4500CC미만,23
전북,2026,08,승용,일반형,국산,5000CC미만,154
전북,2026,08,승용,일반형,국산,5000CC이상,652
전북,2026,08,승용,일반형,국산,800CC미만,1345
전북,2026,08,승용,일반형,국산,저속전기,0
전북,2026,08,승용,일반형,국산,전기,4571
전북,2026,08,승용,일반형,외산,1000CC미만,27
전북,2026,08,승용,일반형,외산,1500CC미만,4523
전북,2026,08,승용,일반형,외산,2000CC미만,31986
전북,2026,08,승용,일반형,외산,2500CC미만,6913
전북,2026,08,승용,일반형,외산,3000CC미만,7577
전북,2026,08,승용,일반형,외산,3500CC미만,1940
전북,2026,08,승용,일반형,외산,4000CC미만,1632
전북,2026,08,승용,일반형,외산,4500CC미만,390
전북,2026,08,승용,일반형,외산,5000CC미만,419
전북,2026,08,승용,일반형,외산,5000CC이상,539
전북,2026,08,승용,일반형,외산,800CC미만,42
전북,2026,08,승용,일반형,외산,저속전기,0
전북,2026,08,승용,일반형,외산,전기,2802
전북,2026,08,승합,일반형,계,15인 이하,18849
전북,2026,08,승합,일반형,계,25인 이하,817
전북,2026,08,승합,일반형,계,35인 이하,510
전북,2026,08,승합,일반형,계,50인 이하,620
전북,2026,08,승합,일반형,계,51인 이상,14
전북,2026,08,특수,견인차,화물특수용도형(기타),10톤 미만,17
전북,2026,08,특수,견인차,화물특수용도형(기타),10톤 이상,1494
전북,2026,08,특수,견인차,화물특수용도형(기타),5톤 이하,10
전북,2026,08,특수,구난차,화물특수용도형(기타),10톤 미만,10
전북,2026,08,특수,구난차,화물특수용도형(기타),10톤 이상,19
전북,2026,08,특수,구난차,화물특수용도형(기타),5톤 이하,495
전북,2026,08,화물,덤프형,계,12톤 미만,484
전북,2026,08,화물,덤프형,계,12톤 이상,23
전북,2026,08,화물,덤프형,계,1톤 이하,2413
전북,2026,08,화물,덤프형,계,5톤 미만,923
전북,2026,08,화물,밴형,계,1톤 이하,11809
전북,2026,08,화물,밴형,계,5톤 미만,294
전북,2026,08,화물,밴형,계,5톤 이상,12
전북,2026,08,화물,용도형,유조차,경유),580
전북,2026,08,화물,용도형,유조차,유조차(기타),82
전북,2026,08,화물,용도형,유조차,유조차(방카C유),3
전북,2026,08,화물,용도형,유조차,유조차(항공유),8
전북,2026,08,화물,용도형,유조차,유조차(휘발유),9
전북,2026,08,화물,용도형,탱크로리,음료),26
전북,2026,08,화물,용도형,탱크로리,탱크로리(기타),673
전북,2026,08,화물,용도형,탱크로리,탱크로리(압축가스),62
전북,2026,08,화물,용도형,탱크로리,탱크로리(화공약품),34
전북,2026,08,화물,용도형,피견인차,피견인차(기타),2558
전북,2026,08,화물,용도형,피견인차,피견인차(저상형),255
전북,2026,08,화물,용도형,피견인차,피견인차(적재함형),658
전북,2026,08,화물,용도형,피견인차,피견인차(콘테이너샤시),1094
전북,2026,08,화물,용도형,피견인차,피견인차(평판형),471
전북,2026,08,화물,일반형,계,10톤 미만,1496
전북,2026,08,화물,일반형,계,12톤 미만,451
전북,2026,08,화물,일반형,계,12톤 이상,3936
전북,2026,08,화물,일반형,계,1톤 이하,102636
전북,2026,08,화물,일반형,계,3톤 이하,6548
전북,2026,08,화물,일반형,계,5톤 미만,6196
전북,2026,08,화물,일반형,계,8톤 미만,4289
제주,2026,08,승용,겸 화물,외산,1500CC미만,7580
제주,2026,08,승용,겸 화물,외산,2000CC미만,0
제주,2026,08,승용,겸 화물,외산,2500CC미만,83
제주,2026,08,승용,겸 화물,외산,3000CC미만,3
제주,2026,08,승용,겸 화물,외산,3500CC미만,2
제주,2026,08,승용,겸 화물,외산,3500CC이상,16
제주,2026,08,승용,겸 화물,외산,저속전기,0
제주,2026,08,승용,겸 화물,외산,전기,1633
제주,2026,08,승용,기타형,외산,1500CC미만,5109
제주,2026,08,승용,기타형,외산,2000CC미만,28587
제주,2026,08,승용,기타형,외산,2500CC미만,17791
제주,2026,08,승용,기타형,외산,3000CC미만,193
제주,2026,08,승용,기타형,외산,3500CC미만,8374
제주,2026,08,승용,기타형,외산,3500CC이상,37
제주,2026,08,승용,기타형,외산,저속전기,33
제주,2026,08,승용,기타형,외산,전기,4052
제주,2026,08,승용,다목적형,외산,1500CC미만,3825
제주,2026,08,승용,다목적형,외산,2000CC미만,119455
제주,2026,08,승용,다목적형,외산,2500CC미만,52924
제주,2026,08,승용,다목적형,외산,3000CC미만,14931
제주,2026,08,승용,다목적형,외산,3500CC미만,3654
제주,2026,08,승용,다목적형,외산,3500CC이상,5094
제주,2026,08,승용,다목적형,외산,저속전기,0
제주,2026,08,승용,다목적형,외산,전기,37050
제주,2026,08,승용,일반형,국산,1000CC미만,52583
제주,2026,08,승용,일반형,국산,1500CC미만,8752
제주,2026,08,승용,일반형,국산,2000CC미만,123436
제주,2026,08,승용,일반형,국산,2500CC미만,46497
제주,2026,08,승용,일반형,국산,3000CC미만,6662
제주,2026,08,승용,일반형,국산,3500CC미만,20162
제주,2026,08,승용,일반형,국산,4000CC미만,4022
제주,2026,08,승용,일반형,국산,4500CC미만,16
제주,2026,08,승용,일반형,국산,5000CC미만,52
제주,2026,08,승용,일반형,국산,5000CC이상,221
제주,2026,08,승용,일반형,국산,800CC미만,826
제주,2026,08,승용,일반형,국산,저속전기,0
제주,2026,08,승용,일반형,국산,전기,17385
제주,2026,08,승용,일반형,외산,1000CC미만,31
제주,2026,08,승용,일반형,외산,1500CC미만,2765
제주,2026,08,승용,일반형,외산,2000CC미만,15537
제주,2026,08,승용,일반형,외산,2500CC미만,2143
제주,2026,08,승용,일반형,외산,3000CC미만,3500
제주,2026,08,승용,일반형,외산,3500CC미만,758
제주,2026,08,승용,일반형,외산,4000CC미만,943
제주,2026,08,승용,일반형,외산,4500CC미만,177
제주,2026,08,승용,일반형,외산,5000CC미만,157
제주,2026,08,승용,일반형,외산,5000CC이상,315
제주,2026,08,승용,일반형,외산,800CC미만,56
제주,2026,08,승용,일반형,외산,저속전기,0
제주,2026,08,승용,일반형,외산,전기,3658
제주,2026,08,승합,일반형,계,15인 이하,10829
제주,2026,08,승합,일반형,계,25인 이하,310
제주,2026,08,승합,일반형,계,35인 이하,241
제주,2026,08,승합,일반형,계,50인 이하,228
제주,2026,08,승합,일반형,계,51인 이상,5
제주,2026,08,특수,견인차,화물특수용도형(기타),10톤 미만,1
제주,2026,08,특수,견인차,화물특수용도형(기타),10톤 이상,121
제주,2026,08,특수,견인차,화물특수용도형(기타),5톤 이하,0
제주,2026,08,특수,구난차,화물특수용도형(기타),10톤 미만,10
제주,2026,08,특수,구난차,화물특수용도형(기타),10톤 이상,10
제주,2026,08,특수,구난차,화물특수용도형(기타),5톤 이하,205
제주,2026,08,화물,덤프형,계,12톤 미만,314
제주,2026,08,화물,덤프형,계,12톤 이상,6
제주,2026,08,화물,덤프형,계,1톤 이하,937
제주,2026,08,화물,덤프형,계,5톤 미만,311
제주,2026,08,화물,밴형,계,1톤 이하,12675
제주,2026,08,화물,밴형,계,5톤 미만,106
제주,2026,08,화물,밴형,계,5톤 이상,2
제주,2026,08,화물,용도형,유조차,경유),144
제주,2026,08,화물,용도형,유조차,유조차(기타),23
제주,2026,08,화물,용도형,유조차,유조차(방카C유),0
제주,2026,08,화물,용도형,유조차,유조차(항공유),9
제주,2026,08,화물,용도형,유조차,유조차(휘발유),1
제주,2026,08,화물,용도형,탱크로리,음료),4
제주,2026,08,화물,용도형,탱크로리,탱크로리(기타),249
제주,2026,08,화물,용도형,탱크로리,탱크로리(압축가스),58
제주,2026,08,화물,용도형,탱크로리,탱크로리(화공약품),1
제주,2026,08,화물,용도형,피견인차,피견인차(기타),450
제주,2026,08,화물,용도형,피견인차,피견인차(저상형),43
제주,2026,08,화물,용도형,피견인차,피견인차(적재함형),105
제주,2026,08,화물,용도형,피견인차,피견인차(콘테이너샤시),24
제주,2026,08,화물,용도형,피견인차,피견인차(평판형),77
제주,2026,08,화물,일반형,계,10톤 미만,663
제주,2026,08,화물,일반형,계,12톤 미만,61
제주,2026,08,화물,일반형,계,12톤 이상,554
제주,2026,08,화물,일반형,계,1톤 이하,50243
제주,2026,08,화물,일반형,계,3톤 이하,2452
제주,2026,08,화물,일반형,계,5톤 미만,1526
제주,2026,08,화물,일반형,계,8톤 미만,920
충남,2026,08,승용,겸 화물,외산,1500CC미만,4257
충남,2026,08,승용,겸 화물,외산,2000CC미만,3
충남,2026,08,승용,겸 화물,외산,2500CC미만,161
충남,2026,08,승용,겸 화물,외산,3000CC미만,15
충남,2026,08,승용,겸 화물,외산,3500CC미만,1
충남,2026,08,승용,겸 화물,외산,3500CC이상,22
충남,2026,08,승용,겸 화물,외산,저속전기,0
충남,2026,08,승용,겸 화물,외산,전기,55
충남,2026,08,승용,기타형,외산,1500CC미만,14519
충남,2026,08,승용,기타형,외산,2000CC미만,38425
충남,2026,08,승용,기타형,외산,2500CC미만,30841
충남,2026,08,승용,기타형,외산,3000CC미만,582
충남,2026,08,승용,기타형,외산,3500CC미만,6711
충남,2026,08,승용,기타형,외산,3500CC이상,90
충남,2026,08,승용,기타형,외산,저속전기,36
충남,2026,08,승용,기타형,외산,전기,2446
충남,2026,08,승용,다목적형,외산,1500CC미만,9642
충남,2026,08,승용,다목적형,외산,2000CC미만,199199
충남,2026,08,승용,다목적형,외산,2500CC미만,63600
충남,2026,08,승용,다목적형,외산,3000CC미만,22761
충남,2026,08,승용,다목적형,외산,3500CC미만,2779
충남,2026,08,승용,다목적형,외산,3500CC이상,8015
충남,2026,08,승용,다목적형,외산,저속전기,0
충남,2026,08,승용,다목적형,외산,전기,25567
충남,2026,08,승용,일반형,국산,1000CC미만,101317
충남,2026,08,승용,일반형,국산,1500CC미만,21080
충남,2026,08,승용,일반형,국산,2000CC미만,250688
충남,2026,08,승용,일반형,국산,2500CC미만,67723
충남,2026,08,승용,일반형,국산,3000CC미만,34322
충남,2026,08,승용,일반형,국산,3500CC미만,26761
충남,2026,08,승용,일반형,국산,4000CC미만,11180
충남,2026,08,승용,일반형,국산,4500CC미만,30
충남,2026,08,승용,일반형,국산,5000CC미만,228
충남,2026,08,승용,일반형,국산,5000CC이상,952
충남,2026,08,승용,일반형,국산,800CC미만,1757
충남,2026,08,승용,일반형,국산,저속전기,3
충남,2026,08,승용,일반형,국산,전기,6161
충남,2026,08,승용,일반형,외산,1000CC미만,38
충남,2026,08,승용,일반형,외산,1500CC미만,6786
충남,2026,08,승용,일반형,외산,2000CC미만,36449
충남,2026,08,승용,일반형,외산,2500CC미만,7781
충남,2026,08,승용,일반형,외산,3000CC미만,8414
충남,2026,08,승용,일반형,외산,3500CC미만,2542
충남,2026,08,승용,일반형,외산,4000CC미만,2098
충남,2026,08,승용,일반형,외산,4500CC미만,504
충남,2026,08,승용,일반형,외산,5000CC미만,510
충남,2026,08,승용,일반형,외산,5000CC이상,688
충남,2026,08,승용,일반형,외산,800CC미만,81
충남,2026,08,승용,일반형,외산,저속전기,0
충남,2026,08,승용,일반형,외산,전기,4352
충남,2026,08,승합,일반형,계,15인 이하,23408
충남,2026,08,승합,일반형,계,25인 이하,1060
충남,2026,08,승합,일반형,계,35인 이하,700
충남,2026,08,승합,일반형,계,50인 이하,1127
충남,2026,08,승합,일반형,계,51인 이상,19
충남,2026,08,특수,견인차,화물특수용도형(기타),10톤 미만,2
충남,2026,08,특수,견인차,화물특수용도형(기타),10톤 이상,1842
충남,2026,08,특수,견인차,화물특수용도형(기타),5톤 이하,17
충남,2026,08,특수,구난차,화물특수용도형(기타),10톤 미만,18
충남,2026,08,특수,구난차,화물특수용도형(기타),10톤 이상,45
충남,2026,08,특수,구난차,화물특수용도형(기타),5톤 이하,641
충남,2026,08,화물,덤프형,계,12톤 미만,817
충남,2026,08,화물,덤프형,계,12톤 이상,19
충남,2026,08,화물,덤프형,계,1톤 이하,3226
충남,2026,08,화물,덤프형,계,5톤 미만,847
충남,2026,08,화물,밴형,계,1톤 이하,12882
충남,2026,08,화물,밴형,계,5톤 미만,397
충남,2026,08,화물,밴형,계,5톤 이상,3
충남,2026,08,화물,용도형,유조차,경유),719
충남,2026,08,화물,용도형,유조차,유조차(기타),93
충남,2026,08,화물,용도형,유조차,유조차(방카C유),3
충남,2026,08,화물,용도형,유조차,유조차(항공유),15
충남,2026,08,화물,용도형,유조차,유조차(휘발유),9
충남,2026,08,화물,용도형,탱크로리,음료),26
충남,2026,08,화물,용도형,탱크로리,탱크로리(기타),757
충남,2026,08,화물,용도형,탱크로리,탱크로리(압축가스),98
충남,2026,08,화물,용도형,탱크로리,탱크로리(화공약품),27
충남,2026,08,화물,용도형,피견인차,피견인차(기타),4703
충남,2026,08,화물,용도형,피견인차,피견인차(저상형),375
충남,2026,08,화물,용도형,피견인차,피견인차(적재함형),1237
충남,2026,08,화물,용도형,피견인차,피견인차(콘테이너샤시),1438
충남,2026,08,화물,용도형,피견인차,피견인차(평판형),939
충남,2026,08,화물,일반형,계,10톤 미만,1893
충남,2026,08,화물,일반형,계,12톤 미만,371
충남,2026,08,화물,일반형,계,12톤 이상,3764
충남,2026,08,화물,일반형,계,1톤 이하,122559
충남,2026,08,화물,일반형,계,3톤 이하,7458
충남,2026,08,화물,일반형,계,5톤 미만,8203
충남,2026,08,화물,일반형,계,8톤 미만,5493
충북,2026,08,승용,겸 화물,외산,1500CC미만,2953
충북,2026,08,승용,겸 화물,외산,2000CC미만,1
충북,2026,08,승용,겸 화물,외산,2500CC미만,151
충북,2026,08,승용,겸 화물,외산,3000CC미만,9
충북,2026,08,승용,겸 화물,외산,3500CC미만,3
충북,2026,08,승용,겸 화물,외산,3500CC이상,19
충북,2026,08,승용,겸 화물,외산,저속전기,0
충북,2026,08,승용,겸 화물,외산,전기,63
충북,2026,08,승용,기타형,외산,1500CC미만,10289
충북,2026,08,승용,기타형,외산,2000CC미만,28131
충북,2026,08,승용,기타형,외산,2500CC미만,21128
충북,2026,08,승용,기타형,외산,3000CC미만,387
충북,2026,08,승용,기타형,외산,3500CC미만,4688
충북,2026,08,승용,기타형,외산,3500CC이상,59
충북,2026,08,승용,기타형,외산,저속전기,39
충북,2026,08,승용,기타형,외산,전기,1699
충북,2026,08,승용,다목적형,외산,1500CC미만,7215
충북,2026,08,승용,다목적형,외산,2000CC미만,150304
충북,2026,08,승용,다목적형,외산,2500CC미만,45301
충북,2026,08,승용,다목적형,외산,3000CC미만,16739
충북,2026,08,승용,다목적형,외산,3500CC미만,1860
충북,2026,08,승용,다목적형,외산,3500CC이상,6053
충북,2026,08,승용,다목적형,외산,저속전기,0
충북,2026,08,승용,다목적형,외산,전기,23110
충북,2026,08,승용,일반형,국산,1000CC미만,76151
충북,2026,08,승용,일반형,국산,1500CC미만,16041
충북,2026,08,승용,일반형,국산,2000CC미만,192486
충북,2026,08,승용,일반형,국산,2500CC미만,49652
충북,2026,08,승용,일반형,국산,3000CC미만,24330
충북,2026,08,승용,일반형,국산,3500CC미만,18701
충북,2026,08,승용,일반형,국산,4000CC미만,7401
충북,2026,08,승용,일반형,국산,4500CC미만,30
충북,2026,08,승용,일반형,국산,5000CC미만,140
충북,2026,08,승용,일반형,국산,5000CC이상,590
충북,2026,08,승용,일반형,국산,800CC미만,1371
충북,2026,08,승용,일반형,국산,저속전기,1
충북,2026,08,승용,일반형,국산,전기,6653
충북,2026,08,승용,일반형,외산,1000CC미만,44
충북,2026,08,승용,일반형,외산,1500CC미만,5097
충북,2026,08,승용,일반형,외산,2000CC미만,29110
충북,2026,08,승용,일반형,외산,2500CC미만,5765
충북,2026,08,승용,일반형,외산,3000CC미만,6439
충북,2026,08,승용,일반형,외산,3500CC미만,1779
충북,2026,08,승용,일반형,외산,4000CC미만,1460
충북,2026,08,승용,일반형,외산,4500CC미만,358
충북,2026,08,승용,일반형,외산,5000CC미만,364
충북,2026,08,승용,일반형,외산,5000CC이상,513
충북,2026,08,승용,일반형,외산,800CC미만,46
충북,2026,08,승용,일반형,외산,저속전기,0
충북,2026,08,승용,일반형,외산,전기,3265
충북,2026,08,승합,일반형,계,15인 이하,17025
충북,2026,08,승합,일반형,계,25인 이하,753
충북,2026,08,승합,일반형,계,35인 이하,436
충북,2026,08,승합,일반형,계,50인 이하,696
충북,2026,08,승합,일반형,계,51인 이상,18
충북,2026,08,특수,견인차,화물특수용도형(기타),10톤 미만,1
충북,2026,08,특수,견인차,화물특수용도형(기타),10톤 이상,1708
충북,2026,08,특수,견인차,화물특수용도형(기타),5톤 이하,13
충북,2026,08,특수,구난차,화물특수용도형(기타),10톤 미만,18
충북,2026,08,특수,구난차,화물특수용도형(기타),10톤 이상,26
충북,2026,08,특수,구난차,화물특수용도형(기타),5톤 이하,446
충북,2026,08,화물,덤프형,계,12톤 미만,386
충북,2026,08,화물,덤프형,계,12톤 이상,27
충북,2026,08,화물,덤프형,계,1톤 이하,2652
충북,2026,08,화물,덤프형,계,5톤 미만,648
충북,2026,08,화물,밴형,계,1톤 이하,10962
충북,2026,08,화물,밴형,계,5톤 미만,269
충북,2026,08,화물,밴형,계,5톤 이상,5
충북,2026,08,화물,용도형,유조차,경유),560
충북,2026,08,화물,용도형,유조차,유조차(기타),73
충북,2026,08,화물,용도형,유조차,유조차(방카C유),7
충북,2026,08,화물,용도형,유조차,유조차(항공유),24
충북,2026,08,화물,용도형,유조차,유조차(휘발유),4
충북,2026,08,화물,용도형,탱크로리,음료),16
충북,2026,08,화물,용도형,탱크로리,탱크로리(기타),486
충북,2026,08,화물,용도형,탱크로리,탱크로리(압축가스),70
충북,2026,08,화물,용도형,탱크로리,탱크로리(화공약품),6
충북,2026,08,화물,용도형,피견인차,피견인차(기타),3273
충북,2026,08,화물,용도형,피견인차,피견인차(저상형),199
충북,2026,08,화물,용도형,피견인차,피견인차(적재함형),968
충북,2026,08,화물,용도형,피견인차,피견인차(콘테이너샤시),1287
충북,2026,08,화물,용도형,피견인차,피견인차(평판형),437
충북,2026,08,화물,일반형,계,10톤 미만,1257
충북,2026,08,화물,일반형,계,12톤 미만,245
충북,2026,08,화물,일반형,계,12톤 이상,2279
충북,2026,08,화물,일반형,계,1톤 이하,83237
충북,2026,08,화물,일반형,계,3톤 이하,4851
충북,2026,08,화물,일반형,계,5톤 미만,5587
충북,2026,08,화물,일반형,계,8톤 미만,3422
